110197,2459992.525753975,69.184,2023-02-17 00:35:56,119951,2002KX14,2119951,tno,227.5,0,15.52455653037,133.588609646411,61.025567551026,0.252296223159,181.380950444233,23.109299268984,0,0,19.689043562246,NIMAv9,266.428081310339,-23.543937450147,266.774542312541,-23.553480670084,26.726,11.04,39.328432676771,10232.6,20.82,3.775,-0.02719191026,-1.127976753841,266.634785995771,-6.467209553448,762.757558215683,315.321166111777,38.745,315.088,11.047,7.97580418,0.52971799,,17.062,15.853,13.135,266.428088220275,-23.543856243802,266.428083389457,-23.543867387086,266.774544155021,-23.553410607754,1.057,0.571,GaiaDR3,4068748761552177024,266.428088220275,-23.543856243802,-0.001,2016,0.119,0.082,0.167,0.5861,-2.248,-5.627,0.147,0.079,GaiaDR3,17.079,15.87,18.275,14.021,13.152,12.931,4068748757353842048,0,0,1,26.747,11.055,111.052320341287,-23.553410607754,155.722223813735,0.874589739367,-0.020425773804,0.484433251913,0.274677996924,-0.08681298223,0.957609264848,2023-02-17_00h35m56s_2002KX14_GaiaDR3pmGaiaDR3_NIMAv9.png,2022-09-11 16:56:55,1.35,0,1
109988,2459992.5820245743,69.184,2023-02-17 01:56:57,60558,Echeclus,2060558,cen,43.5,0,171.114768553597,134.357656071246,135.274010921964,0.729113736219,192.596425254245,6.030607045767,-2.570459470153,2.571795210242,-14.426408376429,NIMAv9,103.942626171704,18.556664214322,104.282728648882,18.526805496282,9.772,6.279,11.303405081608,136.7,20.171,3.312,-0.204377360903,-0.914599788732,-190.715917405152,42.638218910016,80.222112532804,51.619194572297,5.539,52.114,6.357,5.306152,0.59611449,AMS ,16.557,15.472,13.509,103.942686864174,18.556858084317,103.942672236475,18.556861960376,104.282775231727,18.527003153592,0.579,0.467,GaiaDR3,3364632918190161280,103.942686864174,18.556858084317,3.849,2016,0.064,0.064,0.08,0.1531,-6.622,1.949,0.081,0.065,GaiaDR3,16.912,15.827,18.099,14.401,13.864,13.583,3364632918190161280,0,0,1,9.789,6.297,-71.752329455265,18.527003153592,176.035104686992,-0.703539810752,0.014988852561,-0.710497761422,0.05304957991,-0.156758261853,-0.986211229612,2023-02-17_01h56m58s_Echeclus_GaiaDR3pmGaiaDR3_NIMAv9.png,2022-09-10 19:51:32,1.06,0,1
111916,2459992.6767339706,69.184,2023-02-17 04:13:20,523713,2014JX80,2523713,tno,127.5,0,35.960208180609,135.654137287769,65.39123834415,0.233531798871,328.734566902956,10.725563289347,-0.954069793224,0.948172286153,23.774975087162,NIMAv3,266.145156497077,3.337188015605,266.428978686894,3.324665447542,188.879,89.564,36.800042420837,77484.6,22.06,3.237,-0.507159482095,0.835265587324,275.282498938246,167.163718493548,5041.356719949287,2390.769835634907,174.66,3726.596,139.625,4.7770698,0.02729323,EUR ,19.068,18.397,99.9,266.145204733505,3.337165663677,266.14519014463,3.337132478334,266.429012409323,3.324610001911,1.541,1.46,GaiaDR3,4472426720378412928,266.145204733505,3.337165663677,0.298,2016,0.18,0.175,0.21,0.4199,-7.39,-16.746,0.215,0.203,GaiaDR3,18.88,18.209,19.393,99.9,99.9,99.9,4472426720378412928,0,0,1,188.886,89.575,56.205171409657,3.324610001911,210.223840999667,0.878005976372,-0.235980512399,0.416435713193,0.315477967148,-0.512032276072,0.79893466598,2023-02-17_04h13m21s_2014JX80_GaiaDR3pmGaiaDR3_NIMAv3.png,2022-09-11 21:52:34,1.06,0,1
109935,2459992.6799345016,69.184,2023-02-17 04:17:57,10199,Chariklo,2010199,cen,124,0,27.014257312464,135.697994314191,18.482425734327,0.402475380689,159.429597929301,7.04991661811,-1.713832318783,1.713538616896,35.177721019129,NIMAv20,311.236801952879,-14.573106449156,311.550594504187,-14.491712592069,3.043,2.417,17.997402908942,135.5,19.176,3.293,0.289399238813,-0.771143510771,446.153118094077,167.408086612126,39.978002096817,31.737750969411,1.315,21.544,1.651,9.49973667,0.99999999,,16.55,15.96,14.895,311.236779184143,-14.572995770931,311.236761949183,-14.57300167534,311.550553932714,-14.491607923469,0.373,0.265,GaiaDR3,6887345135652863616,311.236779184143,-14.572995770931,0.939,2016,0.041,0.021,0.045,0,-8.464,-2.985,0.052,0.037,GaiaDR3,15.937,15.347,16.362,14.639,14.282,14.261,6887345131356809984,0,0,1,3.066,2.431,100.171367056716,-14.491607923469,211.379186875998,0.315737568253,0.028214595706,0.948426973774,-0.36857965811,-0.2397574626,0.898145530944,2023-02-17_04h17m57s_Chariklo_GaiaDR3pmGaiaDR3_NIMAv20.png,2022-09-10 19:45:44,1.01,0,1
118079,2459992.7578954697,69.184,2023-02-17 06:10:13,1173,Anchises,2001173,tro,49.5,0,8.264462932691,136.767175837732,36.171976361758,0.465909277462,348.037221028313,2.538963789254,-2.609060481191,2.611754089594,38.992285127891,NIMAv4,293.555682634653,-21.59448478196,293.891325912351,-21.545718618231,11.166,3.315,5.443822496482,17.4,16.453,0.537,-0.059779086936,0.282139620568,516.914473121181,108.604383674521,44.132417672008,13.252468087691,1.174,5.127,1.299,12.53721184,1,AFS ,17.662,17.031,15.722,293.555719526343,-21.594596717191,293.55571185118,-21.59461135467,293.891354752344,-21.545845223329,0.596,0.528,GaiaDR3,6772219323262093568,293.555719526343,-21.594596717191,0.129,2016,0.067,0.061,0.077,0.1569,-3.614,-7.392,0.083,0.074,GaiaDR3,16.937,16.306,17.398,15.553,14.997,15.012,6772219323262093568,0,0,1,11.182,3.357,54.36937448162,-21.545845223329,239.521980270724,0.582838300155,0.092750404894,0.807277448133,0.015870843187,-0.082142256661,0.996494237819,2023-02-17_06h10m13s_Anchises_GaiaDR3pmGaiaDR3_NIMAv4.png,2022-09-21 11:56:35,1.03,0,1
118992,2459992.7597055435,69.184,2023-02-17 06:12:49,2363,Cebriones,2002363,tro,48.5,0,60.284346587174,136.792019528002,24.576849920616,0.890942151685,346.809324069321,2.289655683192,-1.985973268747,1.984806507826,42.364448380632,NIMAv4,334.072384218469,12.096576818602,334.348586408407,12.209017528067,6.785,5.198,6.035970640442,33.1,16.831,1.167,-0.139542196602,0.595376988461,558.689148978167,131.168759141844,29.750742784138,22.875091277955,0.677,24.182,5.524,11.07884129,0.95510011,,16.932,16.377,15.231,334.072419767412,12.096347458675,334.072441576219,12.096334968038,334.348644189385,12.208776573047,0.41,0.538,GaiaDR3,2727692601083690880,334.072419767412,12.096347458675,0.642,2016,0.047,0.059,0.049,0,10.772,-6.27,0.057,0.075,GaiaDR3,16.117,15.562,16.508,14.857,14.416,14.476,2727692601083690880,0,0,1,6.797,5.225,94.17325317069,12.208776573047,240.175391018695,-0.066713147964,-0.410536709564,0.909400333181,-0.659220909371,-0.609150171126,0.440867170092,2023-02-17_06h12m49s_Cebriones_GaiaDR3pmGaiaDR3_NIMAv4.png,2022-09-21 12:58:13,1.01,0,1
119043,2459992.7749872208,69.184,2023-02-17 06:34:49,16560,Daitor,2016560,tro,21.5,0,37.79827556163,137.001799282498,9.825588935758,0.855627805102,343.771048424802,0.990248359903,-1.999887228012,2.001095563173,43.423449854742,NIMAv4,328.538564260667,-21.866885272683,328.854056208728,-21.760713268948,38.234,21.978,5.924071167872,52,18.353,2.073,-0.161085557164,0.553416195933,564.857142092098,164.153117022069,164.282304553995,94.445653158485,3.794,93.597,21.784,5.00400706,0.18168163,,17.296,16.737,15.573,328.538632342254,-21.867106999511,328.538635920512,-21.867111372595,328.854127729654,-21.760941472653,0.408,0.407,GaiaDR3,6816963266054029568,328.538632342254,-21.867106999511,0.06,2016,0.048,0.049,0.057,0,1.676,-2.209,0.057,0.057,GaiaDR3,16.454,15.895,16.836,15.249,14.731,14.536,6816963261759152384,0,0,1,38.236,21.982,83.16226999664,-21.760941472653,245.691857733014,0.027893733561,0.168340408938,0.985334180036,-0.582893310634,-0.147778763645,0.798997387626,2023-02-17_06h34m50s_Daitor_GaiaDR3pmGaiaDR3_NIMAv4.png,2022-09-21 13:03:23,1.01,0,1
118781,2459992.780278206,69.184,2023-02-17 06:42:26,1871,Astyanax,2001871,tro,14,0,10.395428670178,137.074446043834,40.273023746435,0.439554912311,172.236721056729,0.765420856527,-2.780747339129,2.782781794667,36.581182445212,NIMAv4,288.792563626993,-16.919897268151,289.118962816229,-16.881254216771,36.848,23.71,5.786099384943,41.2,19.141,4.033,0.039065241123,-0.286548931215,490.916858630511,67.522670192743,154.634938008,99.503167768127,4.208,100.596,23.971,3.33612157,0.1106849,AMS ,15.791,15.004,13.317,288.792548485806,-16.919764651672,288.792547208415,-16.919776237734,289.118945580676,-16.881133239449,0.242,0.198,GaiaDR3,4087806424736599808,288.792548485806,-16.919764651672,0.116,2016,0.027,0.026,0.031,0,-0.628,-5.85,0.034,0.028,GaiaDR3,15.135,14.348,15.801,13.303,12.661,12.509,4087806420430813312,0,0,1,36.849,23.711,41.517117969663,-16.881133239449,247.601827611014,0.646288021906,0.011849933445,0.76300155427,0.093944067463,-0.180351154246,0.979105700806,2023-02-17_06h42m27s_Astyanax_GaiaDR3pmGaiaDR3_NIMAv4.png,2022-09-21 12:36:10,0.84,0,1
112615,2459992.86468029,69.184,2023-02-17 08:43:59,50000,Quaoar,2050000,tno,555,0,15.332132586801,138.234304693336,50.631784566963,0.018183574829,349.146098552786,45.537690946656,-4.343439862132,4.344377964735,24.375412475356,NIMAv17,278.126587205855,-15.345947339943,278.451573424941,-15.330378574218,6.149,2.728,43.345893641071,3354.7,19,0.941,-0.016830068034,0.08777758705,324.334719004155,61.938847968369,201.720119533469,99.290795608326,8.163,104.68,3.33,17.65406589,0.99999989,AMS ,18.866,17.445,13.636,278.126596462494,-15.34594098939,278.126588234669,-15.345952292412,278.451574408418,-15.330383521045,1.972,1.592,GaiaDR3,4103272464561064832,278.126596462494,-15.34594098939,-0.093,2016,0.222,0.21,0.256,0,-4.017,-5.706,0.275,0.221,GaiaDR3,18.651,17.23,20.731,14.545,13.421,13.03,4103272464561064832,0,0,1,6.457,3.158,0.381802675044,-15.330383521045,278.069771733374,0.771827407962,-0.043918020652,0.634313534288,0.179513030063,-0.209694240551,0.961146917759,2023-02-17_08h43m59s_Quaoar_GaiaDR3pmGaiaDR3_NIMAv17.png,2022-09-11 22:47:30,0.94,0,1
118782,2459992.9150266647,69.184,2023-02-17 09:56:29,1871,Astyanax,2001871,tro,14,0,10.137410705561,138.927032823641,40.379678081235,1.192479732454,172.119339589944,0.766184527924,-1.805489435792,1.802927926183,36.544721251245,NIMAv4,288.821753543777,-16.916114359763,289.14815628373,-16.877410664396,36.857,23.716,5.784731136499,41.2,19.141,2.701,0.107549832586,-0.776996232102,490.407598886796,67.60026748836,154.646354939851,99.51642726971,4.212,100.611,23.981,3.33691065,0.11066785,,17.188,16.577,15.45,288.821713155015,-16.915776278453,288.821707364784,-16.915786114733,289.148108822574,-16.877082548863,0.49,0.408,GaiaDR3,4087806317353614592,288.821713155015,-16.915776278453,0.459,2016,0.054,0.052,0.06,0,-2.839,-4.967,0.068,0.057,GaiaDR3,16.534,15.923,16.961,15.169,14.796,14.657,4087806317353614592,0,0,1,36.861,23.72,-7.095983308019,-16.877082548863,296.244092130593,0.647699606526,0.012270855816,0.761796984638,0.128385651325,-0.178300481969,0.975564484113,2023-02-17_09h56m29s_Astyanax_GaiaDR3pmGaiaDR3_NIMAv4.png,2022-09-21 12:36:10,0.96,0,1
